0,24,28.3267,4.333333333,60,30
1,24,28.32732499,4.333236803,60,30
2,24,28.32789116,4.333256982,60,30
3,24,28.32840505,4.333275298,60,30
4,24,28.32887147,4.333291923,60,30
5,24,28.32929482,4.333307012,60,30
6,24,28.32967907,4.333320707,60,30
7,24,28.33002783,4.333333137,60,30
8,24,28.33034438,4.33334442,60,30
9,24,28.33063169,4.33335466,60,30
10,24,28.33089247,4.333363955,60,30
11,24,28.33112916,4.333372391,60,30
12,24,28.331344,4.333380048,60,30
13,24,28.33153899,4.333386998,60,30
14,24,28.33171598,4.333393306,60,30
15,24,28.33187661,4.333399032,60,30
16,24,28.33202242,4.333404229,60,30
17,24,28.33215475,4.333408945,60,30
18,24,28.33227487,4.333413226,60,30
19,24,28.33238389,4.333417112,60,30
20,24,28.33248284,4.333420639,60,30
21,24,28.33257265,4.33342384,60,30
22,24,28.33265417,4.333426746,60,30
23,24,28.33272816,4.333429383,60,30
24,24,28.33279532,4.333431776,60,30
25,24,28.33285627,4.333433949,60,30
26,24,28.33291159,4.333435921,60,30
27,24,28.33296181,4.33343771,60,30
28,24,28.33300739,4.333439335,60,30
29,24,28.33304875,4.333440809,60,30
30,24,28.3330863,4.333442148,60,30
31,24,28.33312038,4.333443362,60,30
32,24,28.33315131,4.333444465,60,30
33,24,28.33317939,4.333445465,60,30
34,24,28.33320487,4.333446374,60,30
35,24,28.333228,4.333447198,60,30
36,24,28.33324899,4.333447946,60,30
37,24,28.33326805,4.333448625,60,30
38,24,28.33328534,4.333449242,60,30
39,24,28.33330104,4.333449801,60,30
40,24,28.33331528,4.333450309,60,30
41,24,28.33332822,4.33345077,60,30
42,24,28.33333995,4.333451188,60,30
43,24,28.33335061,4.333451568,60,30
44,24,28.33336027,4.333451913,60,30
45,24,28.33336905,4.333452225,60,30
46,24,28.33337702,4.333452509,60,30
47,24,28.33338425,4.333452767,60,30
48,24,28.33339081,4.333453001,60,30
49,24,28.33339676,4.333453213,60,30
50,24,28.33340217,4.333453406,60,30
51,24,28.33340708,4.333453581,60,30
52,24,28.33341153,4.333453739,60,30
53,24,28.33341557,4.333453884,60,30
54,24,28.33341924,4.333454014,60,30
55,24,28.33342257,4.333454133,60,30
56,24,28.3334256,4.333454241,60,30
57,24,28.33342834,4.333454338,60,30
58,24,28.33343083,4.333454427,60,30
59,24,28.33343309,4.333454508,60,30
60,24,28.33343514,4.333454581,60,30
61,24,28.333437,4.333454647,60,30
62,24,28.33343869,4.333454707,60,30
63,24,28.33344023,4.333454762,60,30
64,24,28.33344162,4.333454812,60,30
65,24,28.33344288,4.333454857,60,30
66,24,28.33344403,4.333454898,60,30
67,24,28.33344507,4.333454935,60,30
68,24,28.33344601,4.333454968,60,30
69,24,28.33344687,4.333454999,60,30
70,24,28.33344765,4.333455027,60,30
71,24,28.33344836,4.333455052,60,30
72,24,28.333449,4.333455075,60,30
73,24,28.33344958,4.333455096,60,30
74,24,28.33345011,4.333455114,60,30
75,24,28.33345059,4.333455131,60,30
